id_transacao,data,valor,descricao,tipo,status,conta_origem,conta_destino
dc97fde8-9aef-403e-8e67-03eeaf9388e2,2023-06-28,3340.6,Front water form much decade no financial.,crédito,concluído,GB65PJQF94515890463225,GB23SPHK26867202809052
dd9e589f-a29e-4cfa-9b02-1fc6a2a9af11,2025-05-31,-4022.64,Artist stage factor field foreign.,pix,pendente,GB89HIES11675489843307,GB18LKHF76959616066736
1c8a627c-ec34-48ea-8ddf-a305b9e0b6a5,2024-05-25,-1215.29,Artist door plant office really condition sit.,transferência,concluído,GB02JGQS08051792167288,GB46BJQH11309861475838
e2e9f3ee-797c-46cb-a713-d004a26479eb,2023-06-25,-4746.81,Student single process.,crédito,concluído,GB89QGNM52473531585924,GB36QAZH83437608082844
da2feab3-acb7-4b0b-8bad-a128435218b7,2023-08-19,-1899.9,Form summer traditional financial.,transferência,cancelado,GB82GLWJ97716965281921,GB81PIXD51008699877086
eb63b46a-57d1-4212-b806-d560bd9fa981,2025-03-08,-2108.46,Edge ten fear lawyer guess.,pix,concluído,GB78NYZA90840630076760,GB90NYVG10975435315889
48880644-b089-43f0-b3d4-ce138e9f3f4c,2024-11-22,,Act minute image.,pix,,GB72DLGJ86113040203627,GB75FGNO89859422512762
30cb7ba5-7efe-461d-a084-fd178ec1a7cb,2024-10-07,-3965.31,Service which his popular owner bar.,crédito,pendente,GB98GEDT66534344957600,GB62TGOH83207851869943
41aa5ea9-c038-40fd-b040-b6f94372ca9e,2025-02-14,-3696.27,Test beautiful or spend similar.,pix,cancelado,GB82IJEC58099866468412,GB49OURV16857451579506
01db333d-5457-4f78-97d8-691ea24228e0,2025-03-31,1430.0,Add news sing style type deep move as.,pix,concluído,,GB65GGQR47036308955800
10329497-73a6-4cff-941b-0a23a16e71b7,2023-09-18,-759.0,Difference already vote author pattern action.,pix,cancelado,GB15JRPE55512253474099,GB38JXXJ53024832488096
e26824dd-da86-40c0-bf8f-3092ede90634,2025-01-03,-3046.1,Which until approach even election.,débito,concluído,GB24FOJU19843584924527,GB67UMKW40386087476730
49ff66b0-e6a6-4eba-87ee-c8e5c1e615f3,2024-10-30,-3271.49,Training reveal first argue white.,pix,concluído,GB79PXZJ26104452534292,
d5185838-b7fa-4370-8643-739a4684a4e8,2024-04-26,,Spend bed price end final by view.,pix,cancelado,GB71QSUC24805364385994,GB49MAFS78551819153970
099ed258-6d55-4146-8c6d-0cc110fa473b,2023-09-20,3517.0,Artist chance relationship too deal.,,cancelado,,GB77BRHT97824164466552
b430c815-56e8-4b6a-b87a-c79b8792d128,2024-09-26,-1249.96,Worker after according participant think great enter.,débito,concluído,,GB19MRDY58906280253286
2dcc8ccc-3271-4b7e-8c5a-97051983ea73,2024-08-12,879.69,Center hand what.,débito,pendente,GB31EBQI56556806783896,GB63SBZE81442954420615
a0b988d3-6286-45a7-9253-6322700ef4e4,2024-02-13,278.38,Right region increase social head range machine.,transferência,pendente,GB40BZYK06001871313793,GB21DZLX86312947650754
f4f80fca-ef25-43a2-9468-1fa262e9d8ff,2024-03-31,-494.32,Shoulder project own identify mention war write.,débito,pendente,GB55HZHA76298505967643,GB53KIBK62564734435338
2706cc66-31d7-496d-98f6-15619f401ec8,2024-09-14,-2521.48,Low window reduce off.,crédito,pendente,,GB88IESI19678390347152
783751d7-ec1b-4ec1-9dea-1ca57ed74cab,2023-09-02,-3403.1,Entire laugh just star.,transferência,concluído,GB65DARQ87276389414868,GB70AYOG26694651889750
532fe1ee-313d-4526-8ff6-5e1ef0a49883,2023-11-28,1055.47,Behind discover pass thank.,crédito,pendente,GB49AQKC59627141159865,GB85RAUQ03152108680921
85776534-52a4-4aab-98f2-299d8897545a,2024-03-22,2033.4,Item eye over and.,débito,cancelado,GB18OKMF08418341521547,
9c5338ed-aa5f-4640-96b4-0292bfb4cea3,2025-02-28,-3879.46,Prepare issue language rock shoulder wide.,crédito,cancelado,GB49SBQL48401139488977,GB42ODME21423181870126
9448f3b0-ea8d-4a20-bd0a-9093ab1bd689,2023-07-02,-3881.59,Responsibility rule term situation.,crédito,concluído,GB83JFFA91018942423056,GB33WNEG17891494985982
ac3e1ed9-9279-4b09-ac0a-95f0905bb67a,2025-01-27,-1507.06,Money decision experience agency enjoy blood night.,crédito,pendente,GB85MNOP16582000263128,GB32JCXX72482925668081
b9cba325-b4d0-46a4-a0cb-e054ebdc8991,2025-05-25,519.25,Hundred suffer subject return.,pix,cancelado,GB84XXCJ74831408513770,GB96ZQKZ96796170473904
b89043cd-b79b-4d4f-8d85-8ccc71882a4e,2023-11-29,4938.97,Campaign head see.,pix,concluído,GB55YZOY86220318314916,GB88RWKS82496758017764
2ba58b01-cf44-4a15-995d-a61c149b8e7e,2023-12-09,-3468.01,Other that final approach Republican white fast.,pix,cancelado,GB44QQMJ75001669848758,GB05GMAJ31553528051859
d01fc9e5-ae8d-483c-a5cd-57e7982be3c9,2025-05-16,-4018.62,Wait everybody listen by impact along might summer.,crédito,pendente,GB90ZGYN16012559417902,GB56HYXN80896310778106
9ec047ff-b304-4b08-ac62-a12c9dbd4e45,2023-08-31,-3895.46,,crédito,concluído,,GB83ZTRW97579310880955
7ed8c0dd-dc45-4257-add4-3887566187a0,2025-03-24,3664.22,Large item part day trip.,crédito,cancelado,GB65LIJV22952611767539,GB45QQAL10091759854025
aa2d994f-9d46-4b21-93fe-e01657a88271,2024-08-19,-3085.59,Six western stop also official collection necessary he.,transferência,pendente,GB47PLHM00442020742550,GB17NEOW93526079362092
6bb70c76-315d-44c0-aa48-209cb918153d,2023-07-06,-1538.86,Hear thing week turn maintain one hundred.,,concluído,,GB40XGIL49847462182038
63d229b5-8594-4750-a79b-313ca6abb301,2023-07-30,271.28,Myself much later.,débito,pendente,GB22RZGZ45651007456399,GB12CZCW89563119684672
2a003b73-db90-4e22-b6b6-1d1426621f4e,2025-01-23,922.44,Capital baby friend risk unit Democrat successful.,transferência,cancelado,GB05EOWH46583023507082,GB07LCAG22204607138156
d6483b7b-82a4-4334-9007-e22a87953161,2025-05-13,2305.5,Cell far carry house garden his eight could.,débito,concluído,GB91TWZU74185080463005,GB54GVSO44155049272393
76175650-33ea-4922-ad3e-7c1c8c2e544c,2025-03-22,4821.33,Organization note cold yard security even personal material.,pix,cancelado,GB69XEIX84987581578929,GB51ABRV94696098854218
5ba630da-1ffd-410a-90e6-dad01edf85c0,2023-10-29,,Like although enjoy chair.,pix,concluído,GB37ZTKS04789462836356,GB59IFPS40913958580982
e44a0f0e-0875-4bb9-90c6-96ffce7a90b5,2023-09-20,613.2,Option military again player.,pix,,GB64ZLUL28072085798492,GB83TKDT76330094061362
44ec24fd-1c43-4d0f-b655-292d825efc0d,2023-06-28,1699.26,Teacher out city environment.,pix,cancelado,GB19IDXJ96517953082925,GB49LMJC46800221666285
6d1df7c6-8d91-4592-856b-b3ed75f60cce,2025-01-23,,Town professor cover state.,transferência,pendente,GB37QLOO87766829526913,GB41ETYN28768877801564
95055233-6658-4e89-a663-10d563428735,2025-04-29,-72.81,My behind bad chair set.,transferência,concluído,GB20WQZX16161051599403,GB45HSMP22947206195859
0e998227-4044-4970-a35b-1625a6d70e78,2025-02-18,-3664.82,Final around song contain run then.,débito,pendente,,GB95HNSX20774847873535
8373d3e9-71a4-4d17-8368-f96b937dcc64,2025-05-04,3148.83,Letter while box.,transferência,concluído,GB18LLJC22744647723718,
0c874a39-db6c-4a60-8509-dd4c3686f7c0,2023-11-03,4680.2,Pay herself arm expect site vote.,transferência,concluído,GB95BJVQ34087472132849,GB94JUON19213870514638
a430bc10-49cb-444f-86a3-b28632810a6a,2024-10-13,2576.66,Later yard show adult already.,pix,pendente,GB77FKEM81711135766290,GB95FKNL97503422349600
b0c94206-fb46-4b6a-a263-f49c78816f79,2024-06-14,4835.2,Hold candidate suffer arm.,transferência,concluído,GB51ZCFJ32541553135655,GB06ZSJD42198644222289
a980960a-53d1-45b3-bf59-29ad072392c5,2024-07-15,-4823.0,Billion civil director.,transferência,pendente,GB22HZOF74102828355645,GB46BNZD86236135903877
975fa7a7-eff6-4e92-8a16-bb0c20f0e15a,2023-12-14,-3452.08,New line particularly finally item board daughter.,pix,pendente,GB79LJJA63311685451504,GB13AGNW68974524558354
266d1f12-5ffc-452c-a633-1d2bfe33bb5f,2024-06-30,-3342.33,Wind trip price.,débito,concluído,GB34UZMD66282650411123,GB29TDAW94181841048048
00fcd9a8-c4d4-42c9-9c7d-9a05d26d3b5e,2023-10-04,-778.8,Now power vote focus today reduce cold.,transferência,pendente,GB18NPPO85213291938881,GB38BDTK70344749539269
9a81f0f1-3a8e-403d-af16-72f5e7d83a19,2023-06-11,577.0,Factor win human behind rest organization.,pix,concluído,GB81IVOP59111832443524,GB83CEIP12136283831510
aa01f84b-8636-4f4d-868a-1a0fde0cfe03,2024-12-04,-3557.32,Out which during remain side last such order.,crédito,pendente,GB88TXSG42758303161756,GB38TSGI62252992736938
255421de-266a-48ff-bd7d-dbb11eead625,2024-10-08,2552.49,They no network plant.,crédito,concluído,GB19XZTX56734409839662,GB16DIVZ21958666175292
2d299290-f444-479d-a51f-3ca2f7910fbc,2024-01-16,-1538.34,Whole hospital listen eat onto country direction low.,débito,concluído,GB34WEBN00031577920242,GB52RVVF50079313841701
d6d3c765-a346-473a-8351-6ad8e116f2e5,2024-03-23,-2183.56,Tonight industry process use.,crédito,concluído,GB77QWQA11937648816892,GB86PTHN28649328245925
a5ee236b-d0de-40fd-8373-03b600c01237,2023-06-18,-3929.04,Campaign building instead enjoy season federal.,crédito,cancelado,GB45RFIQ81086250152165,GB62MCLJ54490360636870
108fcb89-6497-4c03-b82a-b00b29d24574,2023-12-08,131.78,Get not friend pull likely whether claim.,transferência,pendente,GB18PZKN82093667051041,GB39UYHR22262830863058
35a4d6e9-d27b-4c27-9fc8-1b15471ad3e5,2025-04-10,2670.79,Firm room than fast bed even across.,transferência,cancelado,GB14ACBM32569949323695,GB47JCFE54585679860214
584931dd-784d-4ba1-9143-18aba4faf6aa,2023-08-17,,Customer later hospital product seek network air certainly.,débito,concluído,GB58KPHA26946423133232,
3678e0a7-ead6-4314-abd0-d0528424b497,2025-05-09,882.01,Bit drive account shake policy public power.,transferência,cancelado,GB52JYHI89122048863542,GB14ZINI02017541558989
f4b3ff50-5a1b-4bdb-95bf-9a05feebab26,2023-11-08,1310.66,Huge medical them.,crédito,pendente,GB53AMVV89504462452399,GB62QDCS08266914916999
f1df3189-c967-4d92-8a05-a532abd2ac78,2023-09-04,-1029.78,Front crime well food yet game.,transferência,concluído,GB79OSWU28457074208440,GB95HPFE89182657854492
55115b94-9a4c-4e3e-be15-6320516cc4b1,2023-12-12,-2145.91,Lead she vote that role career.,débito,pendente,,GB77IPME13688500320083
81b57b48-2571-46b6-b3f4-421634085f40,2024-07-31,3182.78,Reduce third will sit.,débito,pendente,GB51TGZI54476307392950,GB22YWGT43198285630145
52d1df22-b1a1-4f50-aab5-c7be7f6b351e,2023-07-24,-4896.48,Card opportunity large hundred everyone already movie clearly.,débito,cancelado,GB24WWMC54014562189310,GB93XRUJ41172576925784
fb30eae8-c719-440f-b6eb-945ac9b03b38,2024-01-31,-3756.68,Make head point paper sing decision hard.,crédito,pendente,GB35QNQF42778825783990,GB39MKTE53238428667567
23939ea4-9221-489b-8d0f-8e87911c5f5d,2025-05-31,-4969.67,Special few agent company article between.,crédito,concluído,GB97CSWZ29557854226897,GB03SUYC55878411087047
498c5006-b29a-4fe3-888d-75210eccd31c,2024-07-30,-1628.92,Writer finally traditional along beat.,débito,concluído,GB03ALJL32121418175387,GB39HNIM61596055485390
d9c8b570-619c-4999-90fb-9ebe47e41e20,2023-12-01,-2603.94,Agency ask government culture whose quite.,crédito,pendente,GB94ONNZ53523459021001,GB88YRCW51059344797027
a380ffdc-09d1-4d1b-b0c4-b4fa88a2e435,2024-12-17,4155.97,Call leader director red information.,pix,concluído,GB15QVIC10600444649263,GB33UGYP47573652053836
436c85cc-8721-4c22-84dd-f40f41e86fdd,2023-12-05,-2774.06,Side leg what assume step way note.,crédito,concluído,GB27QUDW32042080182841,GB03OIKH91799870928775
91235b4c-7116-4882-a109-a4a70bf2e614,2023-09-27,-3188.85,Live hit throughout become forward be institution.,transferência,pendente,GB78WOFQ20810975809014,GB15YXLP27433260560907
355c6262-2ce6-428a-853b-0e4341e17f88,2023-12-03,-4325.14,Table culture fill fast though third.,transferência,concluído,GB36QBDH52480014190358,GB33VDAE06320840391089
c11a5a93-99a0-404e-b7cb-059bb91745fb,2025-03-24,-121.81,Account special remain should.,crédito,cancelado,GB23BXXZ95844905786921,GB67FQSS03097164842675
a9a0da58-2e12-4435-8d60-bd38db6498ee,2025-06-02,3775.67,Seem television available option follow sell.,crédito,pendente,GB19PGIV54352418797564,GB40FWJL34688292397670
11882e8c-2a54-481d-ac04-f7c10de729c5,2025-04-18,3694.61,Table fly run pay.,pix,cancelado,GB66ZTQS51618682682636,GB64TJEQ40103564916586
d86d564e-836c-4ed9-a83e-389a364d18fd,2024-09-23,-2893.16,Oil despite so successful wall pattern.,débito,pendente,GB83EITR03917230816896,GB55UJIF80133484977163
4f199428-2ffb-43a6-b483-11f0b033315e,2024-03-26,-4126.04,,crédito,concluído,GB51TMCV63420314285778,GB68ZHVC98930935489914
0a30d01e-ad46-43bf-9a83-c9fe1bd7cd61,2023-09-26,4321.64,Education major identify which his attack.,crédito,cancelado,GB72EOUI35752848344422,GB60VUNG44870804311029
ae592a86-d3ad-4067-afa5-d63657c74324,2024-04-24,-1627.03,Somebody trip major tax author.,pix,pendente,GB60SBCQ95480146358639,GB47KIWY53158491058360
8bd22112-955c-4dbe-9383-c88f9b1c25c2,2023-08-08,3753.95,History discuss sport appear black feel senior.,crédito,concluído,GB16RTGJ72211965514988,GB54AALG24550591113858
a5624ef6-164e-4b79-b123-7f44f9602715,2023-08-31,3194.02,Onto space perform run.,débito,concluído,GB65UFTU82808953954020,GB70SDYN28221407872211
95a6aa57-dbd5-4ca1-b127-5f8e03d42559,2023-12-13,776.94,Society any hot attorney serious.,transferência,pendente,GB53VVBC08085483565198,GB69RHVD72664259731938
8b2e22a1-d912-4e27-9ee0-61f924305ba1,2024-06-17,3447.9,Still production method perform when might reflect.,transferência,pendente,GB51NOTW59633869866632,GB31MOCS52074880662059
75399be8-64c0-48af-ad70-a40aec616435,2024-02-04,-182.93,Effect south fight blue law few.,transferência,pendente,GB05JXYV03653277566541,GB57KCJL35960336107575
11b32bc5-61ff-4231-861c-c9640b1b8b30,2025-01-07,-76.17,Out politics half western after court allow.,pix,concluído,GB81DPSQ23675731744141,GB77QMWS79009901888411
bfa03bf3-3352-48e8-805f-adf5de6f52f2,2023-08-05,1515.04,Describe once beautiful.,crédito,concluído,GB49NFXL27898253860439,GB36RVOH93263675295487
62593463-5d92-4aea-a544-e0b90ccc93d5,2025-01-12,1572.31,Spring available cost both early.,crédito,cancelado,,GB35LIQS97125228048241
fdff09d9-db26-4877-a375-00629d161227,2024-10-23,-708.05,Ever central least their.,crédito,concluído,GB85CLJZ86092563954355,GB21NCEP98549014175441
b932c923-e51c-4823-8295-b80e67b4c5cc,2024-07-08,2502.25,Back degree war development example activity again.,débito,cancelado,GB21NBNA61477368047317,GB54NQDM95375591107564
4740794b-0f64-49f3-94ae-9012b5ff8ae0,2024-04-30,4348.13,Consider dog could politics.,crédito,cancelado,GB47HHLS44595280428966,GB81CMHG48891664309004
4a00ba20-e31b-4b7b-8e97-9206200f75f6,2023-06-22,,Employee member fine whom understand second morning.,crédito,cancelado,GB51IXBM29204052455325,GB64RKGT82529606978764
a9111a8d-f308-46e3-82c6-f186990ca205,2023-06-25,1397.12,Live teacher agreement despite simply half certainly.,crédito,pendente,,GB94YBPI62426300882857
738b7646-3040-4ffe-9548-35face58cf56,2023-11-17,3918.73,Respond trip nearly expect television what.,pix,,GB49OKYY85569763047907,GB19XSMV26283236598684
b803f34d-b0f1-42e8-bd15-a0c0283c9ca2,2024-12-20,-2054.6,Small project administration meet.,crédito,cancelado,GB42DSWD83891201303365,GB74RBIT31523545219205
1a253536-7978-4779-ae94-858f3b0c85a5,2024-10-04,1402.02,Attention arrive take song.,transferência,concluído,GB92UVPR25153125413822,GB95ZJJA74788494422384
a05800e5-2a23-4fd9-a1dc-91bef4454e9c,2023-09-17,-396.84,Hospital either couple alone culture need.,pix,pendente,GB12DYTG38871812400896,GB23OUMS00172837519421
0296b659-7d77-43d9-8891-0dae9349550a,2023-09-29,2309.11,Miss debate personal.,débito,cancelado,GB17ZIHY61244079477039,GB76HBCZ85365796331763
f1e5e5cc-0672-48bf-8401-cfe0b005e8c2,2025-02-20,-820.75,Interesting coach true against state director garden.,crédito,pendente,GB90KNXY26433482265729,GB73CDWU41754995748996
285a222b-dfcf-4b21-a06f-66705fba62f0,2024-03-18,-1197.65,Heavy talk at push clear peace.,transferência,cancelado,GB85UKNW64191996509374,GB57ALHK13100173548949
7459b231-663b-4922-9763-46eb5b03c125,2024-05-20,-912.84,First watch interesting short impact cover apply store.,transferência,cancelado,GB98KZGA85777326565742,GB64ZCIB12374739099679
5b0a79fd-4ea4-4cdb-95c1-09279fdb6a0b,2024-01-28,-2637.7,Sense believe wear never town.,crédito,cancelado,GB80BNDV08363460336441,GB97RJZW06685493108864
5c7d4dbf-1d2f-4655-8a47-cf0a4be83867,2024-09-03,-1923.8,Fight develop tree we force likely indeed.,transferência,cancelado,GB64BXCX98813554222277,GB91CBGI68100975536970
484cb39c-72c9-4d9a-8628-8ded3d779d16,2024-10-21,878.61,Dog them act interview.,débito,cancelado,GB07OEGZ40811964671295,
b288c653-6c08-40d5-ad7a-a62d58a14fcd,2024-01-05,-3361.91,Right will budget age attack.,crédito,concluído,GB09YFOP69022506100220,
37a45175-2a45-4c3c-a8b9-86a4273819a9,2023-11-20,1625.16,Director thousand group establish.,débito,concluído,GB51FTFZ60204696758841,GB38GOHR00272918390594
04d6008c-4afc-4f60-8abd-ca6e9c5cf27c,2025-03-04,9.98,Study big whether enough through smile structure.,crédito,concluído,GB05DLTS91823316684547,GB17TWML85596833536204
df408733-a2e9-429a-9b58-622a9fe30520,2024-10-03,-4500.95,Question likely such unit.,crédito,cancelado,GB78VOIP83852538662042,GB94SIIW15639922193609
da45d64d-d14c-42f6-a7cd-ee7ef5915666,2024-11-10,-551.81,Forward fine spring performance resource past here.,crédito,concluído,GB69ZZWI80581111017752,GB09VLDA14272526125162
3b98d6a4-2ca5-4820-a93b-47e082a9bbe5,2024-11-30,4947.79,Machine brother list item purpose soon management.,crédito,concluído,GB22TLVS86594450918033,GB08OZTR66798919196508
8fdcd5c1-b3c4-44b4-adf7-4feb2986c2de,2025-04-09,2186.38,Surface history important owner father gas order field.,crédito,,GB48JULJ12914711141847,GB35JUMD67151397946806
bdc27b73-1ee9-4d23-8e3f-3d301570f297,2023-07-15,-2278.37,Professional vote TV call reduce.,pix,pendente,GB21NZLO38769599078824,GB39KMQR55626791474383
4244e17c-d1cd-4639-ae40-9321219369e3,2023-06-13,-666.89,,débito,concluído,GB18QKUZ28610807984153,GB92UQRP52572015995166
84c4071b-a76a-4d3a-98eb-919112d40458,2023-09-25,-2463.3,Require opportunity it main.,pix,pendente,,GB86QMWI40730202843475
176a0d57-dbf9-4594-9d94-78ea07f84c9f,2024-12-12,-3041.69,Forward away ago network practice answer energy.,pix,concluído,GB20OOFR10298758266227,GB61STSW41184225530755
d651e7d8-d888-43f0-8869-58edd81c6ee4,2023-10-07,-1443.95,Figure Congress factor risk different.,crédito,concluído,GB48ELXS86181250964750,GB03BWLZ25905906765845
ed14ecd6-80d9-4c22-99cd-fc8466a64d24,2024-09-17,4362.72,Consumer peace home.,transferência,pendente,GB93DDUV48407302989768,GB13ELWS06042654636855
9fe9e71c-30f4-4154-a138-192f4fe06ed4,2023-12-31,-4820.38,Summer student box.,crédito,concluído,GB47ICYF02812265765594,GB15MOZV73450003089771
81eba911-1359-495f-a2db-15099ac0ddfe,2023-11-05,erro_valor,Positive anything support media.,crédito,pendente,GB17MRTI96873091764134,GB75VKTR33631795877654
82568e09-a26f-44b1-bc83-4df95fdc218c,2025-02-23,-2854.22,,débito,pendente,GB96PXBM88435993508391,GB31ERVM73010400093796
1a0096c0-57f4-4aae-ac3d-c3654ec0cb40,2024-08-17,3412.45,Claim bed treat debate the.,transferência,concluído,GB58IJFM43638500069745,GB60JQLW69672430003913
53b0a027-09fb-47f3-a068-9fa77d4bd03a,2024-09-25,-2619.82,Research let themselves father letter collection.,pix,concluído,GB96WWQX15035712846737,GB70IWWF03082681139093
5a072604-c77e-40df-a4a8-533407261186,2023-11-04,-4836.6,,débito,concluído,GB46VFEN78177166357711,GB58MIFB95729918488190
84c258b6-8106-4925-8ac3-902419f25d44,2023-12-26,-416.93,Toward soon concern at.,débito,concluído,GB38TXNL07407299392221,GB37NDNW42396506798868
5f53083f-a729-43e2-ae91-d5cb9138e9af,2025-03-04,3482.37,Father get church vote control.,crédito,concluído,GB17GNBA38605045193357,GB58LUWB90177294921259
f02954ab-d005-4d18-9085-bed9fe682000,2024-05-15,4718.69,Once security determine city subject everything.,pix,pendente,GB57FJXB37588113440313,GB82JGYD80654988813037
13e09b5f-880e-47ee-9675-37abc41c450f,2023-12-12,,Without hit policy produce market.,crédito,cancelado,GB75ZDOU74992366445685,GB97BMLT04618044924573
68d81567-c9b5-4521-b73b-50ad97f1f2a6,2024-09-15,1499.97,Performance voice own note south draw.,débito,pendente,GB91VEUO81696716776095,GB27ZMRP97978260971427
51d2e5a6-1d54-4cc5-bf89-28f162a25399,2023-12-16,-930.04,Memory will expert free month they although everyone.,transferência,pendente,GB11XJSI74916005362265,GB09QRRO41728381843570
dbf178ec-d686-44cf-9adc-9d5391653d74,2024-11-01,-226.46,Prove effort add southern.,pix,pendente,GB07GCFJ10722817551482,GB46PHAK25570373669743
e2f1a4e6-988e-4a21-aa00-7d2925b7a005,32/13/2025,-4094.27,Safe interest find art treatment especially return.,transferência,pendente,GB34WHOZ42173997166557,GB52RTRN78584278133535
dc81d10e-3703-4996-95d1-24401b8bc6d9,2024-09-14,1224.88,Experience defense trouble far real.,transferência,concluído,GB18INXH51328050263626,GB16ODFB42112526181241
135fdf79-3cd1-46ed-b2d5-3e51a43fa237,2023-09-26,-4553.96,Understand art win pattern successful chair within.,pix,cancelado,GB61HTDL08603051651176,GB66SODL12820987017933
10541914-eecd-4d4f-b068-b82bec6755fc,2025-02-24,-1415.9,When job brother bring occur event.,pix,pendente,GB08DRQC77581237800911,GB87UDPR27301788991456
1024d879-82ed-40ba-8e15-7c3c474ce7e3,2024-12-31,3099.49,Style week far never day itself.,débito,pendente,GB10AQKG66218413544770,GB32GVYO45207254893721
d291cffa-2e11-4ca2-a31c-f33f651142d2,2024-06-30,406.86,Team popular politics gas writer they social.,crédito,pendente,GB82TMSX99887053140892,
35949a15-4e4f-4c27-81ec-6215d51929d0,2024-02-03,-1208.32,Choose PM but science image write machine.,pix,concluído,GB24JVSL23249533633437,
44ad1d2c-0811-4fe6-a576-81d54bf451d1,2023-09-13,3305.36,Them station take whom week arm fill.,transferência,cancelado,GB97LGNC33744819166824,GB23TFXT73928102685717
194ceab2-03a2-46ec-b66e-9d7c73a459c1,2025-03-23,-3846.17,,débito,pendente,GB52DDRA96101680793372,GB55RKUR75823959165236
