id_transacao,data,valor,descricao,tipo,status,conta_origem,conta_destino
2a003b73-db90-4e22-b6b6-1d1426621f4e,2025-01-23,922.44,Capital baby friend risk unit Democrat successful.,transferência,cancelado,GB05EOWH46583023507082,GB07LCAG22204607138156
d6483b7b-82a4-4334-9007-e22a87953161,2025-05-13,2305.5,Cell far carry house garden his eight could.,débito,concluído,GB91TWZU74185080463005,GB54GVSO44155049272393
76175650-33ea-4922-ad3e-7c1c8c2e544c,2025-03-22,4821.33,Organization note cold yard security even personal material.,pix,cancelado,GB69XEIX84987581578929,GB51ABRV94696098854218
44ec24fd-1c43-4d0f-b655-292d825efc0d,2023-06-28,1699.26,Teacher out city environment.,pix,cancelado,GB19IDXJ96517953082925,GB49LMJC46800221666285
0c874a39-db6c-4a60-8509-dd4c3686f7c0,2023-11-03,4680.2,Pay herself arm expect site vote.,transferência,concluído,GB95BJVQ34087472132849,GB94JUON19213870514638
a430bc10-49cb-444f-86a3-b28632810a6a,2024-10-13,2576.66,Later yard show adult already.,pix,pendente,GB77FKEM81711135766290,GB95FKNL97503422349600
b0c94206-fb46-4b6a-a263-f49c78816f79,2024-06-14,4835.2,Hold candidate suffer arm.,transferência,concluído,GB51ZCFJ32541553135655,GB06ZSJD42198644222289
9a81f0f1-3a8e-403d-af16-72f5e7d83a19,2023-06-11,577.0,Factor win human behind rest organization.,pix,concluído,GB81IVOP59111832443524,GB83CEIP12136283831510
255421de-266a-48ff-bd7d-dbb11eead625,2024-10-08,2552.49,They no network plant.,crédito,concluído,GB19XZTX56734409839662,GB16DIVZ21958666175292
108fcb89-6497-4c03-b82a-b00b29d24574,2023-12-08,131.78,Get not friend pull likely whether claim.,transferência,pendente,GB18PZKN82093667051041,GB39UYHR22262830863058
35a4d6e9-d27b-4c27-9fc8-1b15471ad3e5,2025-04-10,2670.79,Firm room than fast bed even across.,transferência,cancelado,GB14ACBM32569949323695,GB47JCFE54585679860214
3678e0a7-ead6-4314-abd0-d0528424b497,2025-05-09,882.01,Bit drive account shake policy public power.,transferência,cancelado,GB52JYHI89122048863542,GB14ZINI02017541558989
f4b3ff50-5a1b-4bdb-95bf-9a05feebab26,2023-11-08,1310.66,Huge medical them.,crédito,pendente,GB53AMVV89504462452399,GB62QDCS08266914916999
81b57b48-2571-46b6-b3f4-421634085f40,2024-07-31,3182.78,Reduce third will sit.,débito,pendente,GB51TGZI54476307392950,GB22YWGT43198285630145
a380ffdc-09d1-4d1b-b0c4-b4fa88a2e435,2024-12-17,4155.97,Call leader director red information.,pix,concluído,GB15QVIC10600444649263,GB33UGYP47573652053836
a9a0da58-2e12-4435-8d60-bd38db6498ee,2025-06-02,3775.67,Seem television available option follow sell.,crédito,pendente,GB19PGIV54352418797564,GB40FWJL34688292397670
11882e8c-2a54-481d-ac04-f7c10de729c5,2025-04-18,3694.61,Table fly run pay.,pix,cancelado,GB66ZTQS51618682682636,GB64TJEQ40103564916586
0a30d01e-ad46-43bf-9a83-c9fe1bd7cd61,2023-09-26,4321.64,Education major identify which his attack.,crédito,cancelado,GB72EOUI35752848344422,GB60VUNG44870804311029
8bd22112-955c-4dbe-9383-c88f9b1c25c2,2023-08-08,3753.95,History discuss sport appear black feel senior.,crédito,concluído,GB16RTGJ72211965514988,GB54AALG24550591113858
a5624ef6-164e-4b79-b123-7f44f9602715,2023-08-31,3194.02,Onto space perform run.,débito,concluído,GB65UFTU82808953954020,GB70SDYN28221407872211
95a6aa57-dbd5-4ca1-b127-5f8e03d42559,2023-12-13,776.94,Society any hot attorney serious.,transferência,pendente,GB53VVBC08085483565198,GB69RHVD72664259731938
8b2e22a1-d912-4e27-9ee0-61f924305ba1,2024-06-17,3447.9,Still production method perform when might reflect.,transferência,pendente,GB51NOTW59633869866632,GB31MOCS52074880662059
bfa03bf3-3352-48e8-805f-adf5de6f52f2,2023-08-05,1515.04,Describe once beautiful.,crédito,concluído,GB49NFXL27898253860439,GB36RVOH93263675295487
b932c923-e51c-4823-8295-b80e67b4c5cc,2024-07-08,2502.25,Back degree war development example activity again.,débito,cancelado,GB21NBNA61477368047317,GB54NQDM95375591107564
4740794b-0f64-49f3-94ae-9012b5ff8ae0,2024-04-30,4348.13,Consider dog could politics.,crédito,cancelado,GB47HHLS44595280428966,GB81CMHG48891664309004
1a253536-7978-4779-ae94-858f3b0c85a5,2024-10-04,1402.02,Attention arrive take song.,transferência,concluído,GB92UVPR25153125413822,GB95ZJJA74788494422384
0296b659-7d77-43d9-8891-0dae9349550a,2023-09-29,2309.11,Miss debate personal.,débito,cancelado,GB17ZIHY61244079477039,GB76HBCZ85365796331763
37a45175-2a45-4c3c-a8b9-86a4273819a9,2023-11-20,1625.16,Director thousand group establish.,débito,concluído,GB51FTFZ60204696758841,GB38GOHR00272918390594
04d6008c-4afc-4f60-8abd-ca6e9c5cf27c,2025-03-04,9.98,Study big whether enough through smile structure.,crédito,concluído,GB05DLTS91823316684547,GB17TWML85596833536204
3b98d6a4-2ca5-4820-a93b-47e082a9bbe5,2024-11-30,4947.79,Machine brother list item purpose soon management.,crédito,concluído,GB22TLVS86594450918033,GB08OZTR66798919196508
ed14ecd6-80d9-4c22-99cd-fc8466a64d24,2024-09-17,4362.72,Consumer peace home.,transferência,pendente,GB93DDUV48407302989768,GB13ELWS06042654636855
1a0096c0-57f4-4aae-ac3d-c3654ec0cb40,2024-08-17,3412.45,Claim bed treat debate the.,transferência,concluído,GB58IJFM43638500069745,GB60JQLW69672430003913
5f53083f-a729-43e2-ae91-d5cb9138e9af,2025-03-04,3482.37,Father get church vote control.,crédito,concluído,GB17GNBA38605045193357,GB58LUWB90177294921259
f02954ab-d005-4d18-9085-bed9fe682000,2024-05-15,4718.69,Once security determine city subject everything.,pix,pendente,GB57FJXB37588113440313,GB82JGYD80654988813037
68d81567-c9b5-4521-b73b-50ad97f1f2a6,2024-09-15,1499.97,Performance voice own note south draw.,débito,pendente,GB91VEUO81696716776095,GB27ZMRP97978260971427
dc81d10e-3703-4996-95d1-24401b8bc6d9,2024-09-14,1224.88,Experience defense trouble far real.,transferência,concluído,GB18INXH51328050263626,GB16ODFB42112526181241
1024d879-82ed-40ba-8e15-7c3c474ce7e3,2024-12-31,3099.49,Style week far never day itself.,débito,pendente,GB10AQKG66218413544770,GB32GVYO45207254893721
44ad1d2c-0811-4fe6-a576-81d54bf451d1,2023-09-13,3305.36,Them station take whom week arm fill.,transferência,cancelado,GB97LGNC33744819166824,GB23TFXT73928102685717
bf47deb3-2887-4c99-8924-c9aa2f070945,2024-08-25,2490.47,Save feeling teacher all eye front.,crédito,concluído,GB47RRHG58387770834010,GB29ZPQG53996459528468
9e4eeae1-0155-4bc8-97a8-fb6bed4e7098,2024-09-07,2800.97,Brother identify form state.,transferência,concluído,GB89MVDG55391378329912,GB63CFZV21637691125819
a00ba852-1f9a-4132-b89c-ccabaf18befa,2023-09-18,4263.1,Thank identify store college.,débito,concluído,GB50OBTW37461411787817,GB79SPRY61636212359429
37fd7a28-66b2-4ebf-a806-96cd9e3b3716,2024-02-04,2056.12,Hot source such detail.,crédito,concluído,GB62TJYF04192338871080,GB46UZXF02950309552007
965a9afd-2689-4f3e-a46a-eb4b10a76be2,2023-08-07,751.16,Send father meeting fine.,crédito,pendente,GB21VIPP50589637693300,GB46KPVY61336725688545
5b4dc764-5685-4191-90be-2f4248e6f252,2025-03-17,4405.21,Generation page admit painting painting analysis.,débito,concluído,GB37GVRM59225894752777,GB28OIQS21990582380804
46bdb6b7-2249-4aae-9ddb-bd37ee83d734,2024-05-05,1862.78,First space stage else own camera.,pix,concluído,GB59PRCK54965035185695,GB26XNGI31081565852327
d66b0288-7501-4bec-8abd-b3a6293b5eef,2024-06-05,2504.29,Thank natural network kid discussion thought.,crédito,cancelado,GB55NOHO54815677038400,GB36VWQT27849063242351
e741b051-d433-40bf-b0c6-7d118650a840,2025-01-24,4754.58,Building issue ever issue money girl tell.,débito,pendente,GB55GATQ34041311657826,GB37CLCK29346395961018
656be08d-8a65-4671-bbc8-c810b9580b1f,2024-01-16,4538.5,Them nature stage.,transferência,pendente,GB15XAJI70809483118580,GB66IDQN54573844578103
a08bf8c5-43c6-4326-9057-199c8f6768f7,2023-06-11,4681.62,Project mean heart color ball become.,crédito,pendente,GB75HQJD39979197615022,GB07FHXR88687009218021
bbf39b2f-dff0-4932-8843-2555b2ea9d63,2023-09-07,2973.27,Strong top born start.,transferência,cancelado,GB13QEZV86240842169399,GB53OUHT57783499848699
420b026c-f43b-4299-846a-2d20112a3ab2,2024-03-25,512.88,Thank where on send.,crédito,pendente,GB08TLBC29983718041983,GB59MPOV52822182222618
0e056a9b-735a-4ee3-93ba-be9c901c8eaa,2024-05-24,3245.9,Former save national.,crédito,cancelado,GB45ZMUO07349780704426,GB87NGHU61101820129966
8fdc0634-8801-43ce-9855-da40f6fd8173,2024-09-19,4709.68,Describe treatment live respond knowledge himself.,débito,cancelado,GB15ZXBQ35694401550454,GB63ISDF54323762180978
7baeadbd-234e-4a8e-abbf-92ec4a9e9967,2024-08-15,2265.5,Minute form charge claim.,transferência,concluído,GB35ICCR33133502762372,GB34FYLG61805200140272
89163be3-715a-45fe-85d2-17d64502e759,2023-08-07,475.82,Imagine ready traditional total.,débito,concluído,GB08JKFI48147060887629,GB93HJZU28040816530348
b4b5cf98-c5d4-4fa9-ace5-f0d47f563114,2023-06-16,1339.87,It hundred meeting know.,débito,cancelado,GB55EIWI16465521645781,GB36RDOO57502312624173
b31aab01-1e15-4b86-bccf-8bec5a6315fd,2024-01-26,2088.26,No description,crédito,concluído,GB76ODGN52420644687262,GB85BCCH66590736834746
044e8ba1-e90b-43f8-8927-5abac3595ebf,2025-03-08,3013.2,Sure company beat.,transferência,pendente,GB31TKGW55501652570482,GB98AODB16261124463470
34060224-f9ec-44c9-82f5-1447c102a73b,2024-07-11,136.65,Government require ask save field over do.,pix,cancelado,GB05APJI80083760617123,GB65PDJG53166726714702
bafba06c-7ca1-42a1-9917-999b471458d4,2025-05-23,1382.92,Realize cause artist organization learn.,débito,concluído,GB05EKBO92934969994915,GB44YXER58557243554824
037d5a08-9fbf-4f27-a841-be5822a5cd08,2024-08-10,4577.51,Player theory or decide evidence officer.,crédito,pendente,GB56EZZP69132045178568,GB10YCDY98735053036870
368b963e-9b97-45a4-959c-a5113b3d3d0d,2025-03-27,277.0,Degree local phone middle then.,débito,cancelado,GB78UCCB57287388916710,GB34CBAV09467163051592
da69cdba-bdb9-4458-8763-ae739b82045c,2023-11-18,3200.59,Course we official.,transferência,concluído,GB51XZMW39097489180436,GB72NTRW29038088169901
30439706-d330-49a3-bc35-b3107fdde049,2024-03-18,4876.33,Tree knowledge within couple song work.,débito,concluído,GB37VJIN38846971825590,GB52IUXT46752654798731
a911bd21-c82e-4c5b-a7ba-9731550a28a8,2024-09-21,3815.55,Tell another window grow bring.,transferência,concluído,GB27OVOB31693468822785,GB47IZZP09711903160120
499844db-6d77-4d4f-a0ae-9d81fec8a054,2024-09-24,1641.59,Task tree kid in conference bag similar.,pix,concluído,GB75XXJX06807869454764,GB18EYVU19811282854231
f77ba1b2-b38a-4813-86a4-b0bcafcf4099,2024-04-21,1364.84,Matter impact true budget power.,pix,pendente,GB03HFZU26228025026887,GB41NTUV25036204259321
a014ee63-4fa5-4649-b715-f8dd21cf9d10,2023-08-26,4717.99,Myself source now.,pix,cancelado,GB23QURD96644384373306,GB02RMYY91954686505264
08876c8b-ef86-457d-9e1f-4e6a4c5b61c4,2025-01-25,4770.78,We surface program operation answer charge house.,crédito,pendente,GB50UPMA75737232858203,GB07VGYZ38475630491570
a02c2114-ab66-49f6-995b-6aaa0784b30a,2025-03-31,4755.46,Once plan must agree option yeah early.,débito,concluído,GB44EHJB07920636589544,GB19UJAK79153263153738
911ad3cf-1585-4755-bb82-77e8048a9534,2023-10-30,3120.49,Wide situation night difference important water certainly.,pix,cancelado,GB22SHOI27071023892226,GB91VNZL88653995535631
30368237-b41f-484d-af6a-dd71c73933ad,2025-02-20,3926.15,Perform tree likely issue his music teacher.,transferência,pendente,GB48TDRF61702176345682,GB09KTFV22003446708580
f40d91f9-2353-48b3-beda-c8c844cf238b,2023-06-13,4319.94,Small red upon door instead food machine.,transferência,concluído,GB57SEYH45593631340095,GB69KAZN83703845090983
db100a70-83d3-4d80-8704-c94320a62745,2023-11-03,4388.86,Begin exactly computer treatment collection.,transferência,pendente,GB41FGCA28260925469925,GB76GCLH97421444869539
f293d997-65c4-4c4b-a724-7925e49402ba,2024-11-27,1624.52,Several name man less nice often very.,débito,cancelado,GB85GSBE41769332225822,GB35IMUB52956467120284
27f8974e-1c67-476a-b449-7da40f4034f5,2023-08-17,2620.62,Own feeling most policy.,pix,concluído,GB66RIVB40483055765641,GB79YWTO94706599957820
0764c1e2-c603-4455-8645-07ab1378d9b0,2023-11-26,3951.31,Responsibility wrong bill purpose identify.,débito,concluído,GB92KTCO31625202348477,GB86STRJ12261157712144
da81814a-311b-4910-8721-3ee159470211,2023-07-27,3442.07,Account run radio person machine his candidate attorney.,transferência,cancelado,GB61KYGZ99041176310209,GB06NBJO32907386357126
a51ec62e-322b-4f2b-8e94-040f60aac62c,2024-11-04,1849.14,Process bank if thought believe employee.,débito,cancelado,GB31BJBN38148993427131,GB54ETTW07201470395204
64545985-e4ec-4623-be30-57b7494f13da,2023-08-28,4345.5,Trial or cover.,transferência,pendente,GB34XMZB45178652665765,GB81TIUK09121649268415
a0c0b12d-845d-43e0-b284-6a4955b2a8d8,2023-07-14,494.82,Read game star economy.,transferência,pendente,GB50AJFA64377928392424,GB83KPGJ70943307928510
83727a60-7716-49ad-b73b-9c644391e673,2023-09-12,1831.65,Candidate reduce important green research.,pix,pendente,GB52OPFR77321438932871,GB03JIGW80804129959650
259c11df-bd32-4d89-92a3-ff2528c0533a,2024-03-13,4331.86,Investment age evening season class fine physical.,débito,cancelado,GB98ZOZZ28833439758219,GB47YSZU43645435247859
2736f532-c5c0-4fbe-ab51-c50da10c52c1,2024-02-03,383.27,Able beyond certain rate want.,crédito,pendente,GB76MHUQ75083996868219,GB03CNPX21381983597777
ddf7e438-02d9-4c58-aaac-b2222d7dc9e2,2025-01-24,1410.34,Front consider next agree well back.,crédito,concluído,GB79SDMC00418592848048,GB32NDPV39806255026350
344ffac9-77be-4a9c-9fe7-81c5ae349fc9,2025-02-18,1319.07,Approach song scientist national game else.,débito,cancelado,GB06DOVP86344979351774,GB56LNLD66979578331784
64eba288-452e-4f70-b925-2f5bd2fe2766,2025-05-31,2686.65,Agent program act low wrong save.,débito,cancelado,GB64KRXT38345713562573,GB86EZQG93909250066952
2ac17206-291c-4627-b77a-f882825532df,2025-06-02,4456.24,It somebody friend media realize recognize determine.,transferência,cancelado,GB62WZNG66197509800778,GB38DSTF93781862631029
5c75161a-4eaa-41bb-a915-04bffe7d467a,2025-05-28,4531.88,Record stage mouth respond process court law.,crédito,cancelado,GB19XCPR76626211668224,GB92RAFT70653623102816
d1be7c51-7d0c-4a9a-90dd-40792d30eae7,2024-02-17,1302.8,Small unit with major her position worker.,débito,cancelado,GB11NLLE21959926980081,GB52URWA85309453379096
b2c768dc-6f25-48df-b91f-9f074e4c837b,2024-07-06,2999.22,Foot suddenly carry fine.,pix,cancelado,GB76UGYX16189500640738,GB28FAWX83305484492060
f8bf5289-bfa9-46e4-ad12-e7ccef603faf,2025-04-22,3980.84,Price affect pick year.,pix,cancelado,GB52JSVY56702479285088,GB63AXBX87457741902633
62b387bf-2aae-49a5-99a2-b88977146e02,2024-07-17,1519.3,Kind race wish game when walk.,débito,concluído,GB54WELM25761060158170,GB40PUDH61241058482179
d499455f-38f4-4866-ad8f-11f6d4eb53fe,2024-01-09,479.79,Message painting catch chance threat thousand there.,crédito,concluído,GB17XGQQ81774661478385,GB03EVYG78445647490534
a95a5410-045a-4495-9581-df2f8b98e3e8,2024-09-24,2613.43,Industry our indicate deal get might.,pix,cancelado,GB63DDPY89970547948781,GB03FJSH25182753432872
43786f79-6e0c-4fb5-9e75-4a8b641e743f,2023-07-27,2848.69,Off strong stay read foot head.,transferência,pendente,GB12PRFL43421934280888,GB19OQHW79291775334951
36b572d7-84fd-4d21-9297-58a432b68800,2025-04-19,1630.26,Either ago somebody speak wear west message occur.,crédito,cancelado,GB62AIHB50300550001736,GB38QVYN47566775987328
bbee0c85-efcb-46df-bed2-8d846c9278de,2024-04-25,1650.55,My sing example sit mind.,pix,cancelado,GB02OXWG62727673935014,GB55EBTF12889926779805
a2f34bd1-d052-4d92-a193-457411fbde2a,2023-10-30,2185.94,Goal yeah case simply new get southern generation.,transferência,concluído,GB19FMUC69473649393587,GB10UJOA29888067237535
dbeca6b8-253e-40f4-a5e6-c4151d940caf,2023-12-31,769.39,Carry billion eye.,transferência,concluído,GB19FXWF93093865660986,GB67XYMH59719394338280
b4f73302-b564-417d-821f-beab884b9577,2023-06-13,1078.31,Price weight radio activity.,pix,pendente,GB91JOHJ22020866391927,GB35BNPF01715342542711
e41124a7-31d4-4f99-a11a-68440dd010a0,2023-09-17,647.55,Cut culture bring strategy product great dinner.,crédito,concluído,GB17UATT24784956951548,GB55BZTZ12062246423860
532abc5b-1119-482c-b52b-c98438282295,2024-04-16,4474.88,A toward however on next record indeed arrive.,pix,concluído,GB69CAHW83210589189018,GB48VCBS11746789695198
273d2270-5493-4bc5-b5b6-02cb733c0e0c,2024-07-03,2073.01,Red girl hold phone whose decision husband.,débito,pendente,GB87CRDM72034587067574,GB35WEML84574313800809
aff3e38e-e987-43bc-903f-027aff8a6e55,2023-10-08,760.44,Protect between quite agent relate.,transferência,cancelado,GB89TOKY71279479339102,GB45NKHG34405566056327
d77b836a-fdc6-4808-90fa-af13bca0416a,2023-12-01,149.77,Practice recent international room.,transferência,pendente,GB02CJQP19685328828674,GB45WXRY18189124429201
3168aea5-9ab1-48f4-b573-fdce85a16aed,2023-09-20,1849.61,Think senior add up family possible college.,pix,cancelado,GB58SNLJ97216984976983,GB37HWBN60046410044867
00ecaa50-ee6b-4e5a-a378-42a1184c45ef,2024-12-01,4064.24,Senior black direction last.,crédito,cancelado,GB71IKCW31711710406458,GB82ZUNK65180673713503
48df8918-d1ac-4065-bb7a-73d30affb1d7,2025-04-15,146.96,Six structure cause knowledge industry down beat.,transferência,cancelado,GB50LWYE34855571532080,GB39BJMR90724662927334
398fc044-ee8a-468c-ae40-12751e01f5fe,2024-11-02,4624.08,Window order strategy.,crédito,concluído,GB93MFZC30712543618051,GB66DARK64535282362386
dffe4891-0c19-455c-af25-ed5032db2faa,2024-08-25,318.34,No description,crédito,pendente,GB58SBPX72852429695416,GB21WBPI34308341218061
59d4a7d9-06ac-4518-916b-58f63acf3849,2023-08-05,3463.67,Him fall social human treat mission grow.,débito,concluído,GB38ANTN51818299350104,GB88XTSD65930074739672
03d248ac-bc4c-4408-a9ff-318314f1d7f0,2024-07-17,4623.56,Which by tell box worry data.,crédito,cancelado,GB86ASMI79229199065852,GB58AOLM17701818927749
4d699542-ada6-4095-9747-da51acdaed6c,2025-03-20,1499.65,Thank hand seem industry response.,débito,concluído,GB53TGAF04488388627813,GB79MTFV17297327667564
04e560f3-49c1-4528-9955-5ed2367abc19,2024-07-28,320.77,Score agreement way cell key alone too.,transferência,pendente,GB12KTFQ82041242492630,GB07EFGW51504071853534
fe7e65cf-bc2c-41a4-a224-b89df4e22359,2023-06-14,2409.34,Girl drive even check seven.,crédito,pendente,GB06NUDN52521630506799,GB68VVHT09546047868745
fd19a17b-0f15-4f44-9351-d67089964233,2023-07-02,2805.54,Trip upon put message.,pix,concluído,GB92CTFN83520333293593,GB32XUWM56301338077805
af9d9bfb-efb8-4998-8790-88467d3157b1,2023-08-09,2867.24,Chair cut team level.,pix,cancelado,GB74CCPQ91489993466344,GB67JUNJ07619297358488
e1175239-4d2e-4413-9b8e-3d3d8ffe976f,2024-11-19,988.53,Notice growth price boy cultural.,débito,cancelado,GB66WPOY99878078717670,GB11DYWD62444560798533
6f0be9c6-abe9-465f-be8c-4bbff57d637b,2024-09-05,3025.11,Majority risk too person three animal half.,crédito,cancelado,GB17TVIT43322850903840,GB31MUWC89283822671106
ee7a306c-1a2f-46a3-8678-0225dd1b85e8,2025-03-30,1060.2,Almost old travel above.,débito,pendente,GB56ODRY95970290566425,GB28RQWA39839199749274
5fbee44a-7180-4609-8902-5ff3baa09d7e,2023-10-16,3056.91,Better dog real right.,débito,concluído,GB97JEBC99790542899850,GB60JQOB99390028831404
5a30e9f2-4477-49fe-9c5e-53cb1abd202f,2024-11-25,4047.81,Natural anyone seat so space before effort.,crédito,cancelado,GB90IEYL14045227599641,GB61BEOW95466694161271
4118590c-b27a-4e00-8e3a-6d6ea47cc6c1,2024-04-23,3140.92,Film table inside type.,pix,concluído,GB88SZXD58014406032089,GB57QTRT06736466718547
bc62f989-5c55-4685-b722-12c2698a4d06,2023-11-04,2347.47,Red voice full discuss.,pix,concluído,GB38QLKC12043061272558,GB32IRQS95803938229176
134413e7-37b2-4a86-ae9e-9029722edbad,2023-09-20,2462.75,Dream southern enter course wife describe somebody stock.,crédito,cancelado,GB09BPIL02249816075469,GB77XGVA08286030596505
6b708af2-7a33-492f-9bc9-e1a2c2a03964,2024-04-23,391.38,And detail near billion firm truth.,crédito,concluído,GB37PYZU34977769116271,GB19DXYC98439344699595
083d2f43-e2b1-4532-929d-960664032308,2023-12-17,221.1,Method expect western tree road maybe last relationship.,crédito,pendente,GB07XOXZ12683190182893,GB02AWOY37954074808990
f68304da-a227-4278-8496-795cb647dc7a,2024-09-03,1378.33,Board what build long full campaign.,pix,pendente,GB02OZMF81617561460397,GB94RNGR23655026404957
585809a8-6544-44e6-b532-a20d37304335,2023-09-01,3691.82,Determine old detail.,débito,cancelado,GB35DHBU48630614748507,GB84XBQC26600377523897
ab4949ea-e5a0-463c-9a0f-a6f379f0963a,2023-12-11,719.46,Thousand nation police street total father increase.,débito,pendente,GB28RWMN87303071282369,GB03HSVK58232124930989
7b4520ff-50c6-44fd-b399-d22423042ed9,2023-09-07,451.73,Election become direction here.,débito,concluído,GB77QXYB24530720451235,GB54OBUN19068502738079
9d00268d-3783-449f-9fde-ad54ed64581b,2023-09-27,2868.22,Occur difference also.,débito,concluído,GB57UBFW37322538654782,GB17PZDR07396604159241
8033798a-da0a-4bf3-8930-0955569a3bde,2025-01-26,1074.38,National team develop performance you.,débito,concluído,GB44CPVH01249168766547,GB04KBJJ64728876017259
8d7abdc1-6e1d-476a-bee6-62c44dbd7c10,2024-06-12,586.71,Alone star attorney about pretty.,crédito,cancelado,GB62IHNE43019925656597,GB13RURJ07302942231420
d07d075e-291a-407e-90bd-a78c7578a9bf,2023-11-20,4302.02,Military peace magazine.,transferência,concluído,GB52TFHF44990114072907,GB52NHZF73588453133122
8e0c5750-d484-4a64-9c54-70c1c8a85dd4,2024-11-07,4092.72,Skin live especially former perhaps.,débito,concluído,GB34ZLDV89619303709942,GB53XWHF79982879111710
d55c9bc5-de7c-4a4e-abe8-941ba177ddac,2024-06-24,3498.17,Itself summer family race only.,crédito,concluído,GB33DTCV44769487084432,GB22XNFX63904361426109
b2c6eadc-7e09-43ee-b574-35b9f87652cd,2023-12-02,3562.26,Industry protect young inside keep.,pix,cancelado,GB22YCFT20766755641778,GB05OFYL25899631768021
6c617d30-f58f-4712-83bc-1181938ad818,2024-05-27,4952.35,Fine should continue beyond hard note.,pix,cancelado,GB88IYJU39257035071567,GB02VLMY67722640988137
714f401d-2553-41b2-bdd8-486c39296c7b,2024-03-06,2715.79,Order safe believe protect yeah economy.,pix,pendente,GB07BPVP06447607302797,GB46GKAJ65681716986212
8a24404c-e3c6-4662-870d-095578f5b1e4,2024-05-16,569.02,Best thank institution resource sense beyond.,débito,pendente,GB14XQFE45560061441384,GB96CZRX12111360219685
d1ebe2e7-8808-40b9-9681-a26b30bc6241,2023-08-05,1578.0,Factor form window speak really.,transferência,concluído,GB59GFNL04048190752782,GB62MBQW53065672508855
508f461f-344e-4997-9904-790ffe62c158,2025-03-26,2612.86,Yes character present behind.,débito,cancelado,GB60HWFA53335946248314,GB16MHBO42104852459665
92794a0f-d5f2-442c-a589-6fd35098e5d5,2023-06-29,3453.58,Protect although book myself develop.,transferência,pendente,GB39NROT85291931037721,GB78MRDX87563843802128
32b230d9-5064-4b3a-b791-d2996d2acdc8,2025-05-03,3526.07,Goal card fast.,débito,cancelado,GB03IDUA49176365495682,GB95EULS82012756443583
df5dc8ed-de07-4b7b-b870-68ce665f6cf5,2025-05-03,1462.09,Because contain something maybe point pattern.,crédito,pendente,GB89QXKI14750825953570,GB02BCJN46350410609689
